customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9261-WDCAF,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.650001525878906,189.10000610351562,No
3764-MNMOI,Male,No,No,No,46,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.200000762939453,908.1500244140625,No
7442-YGZFK,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.79999923706055,49.79999923706055,No
0420-BWTPW,Male,No,No,Yes,8,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.1999969482422,Yes
8229-BUJHX,Female,No,Yes,Yes,71,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.5,1500.949951171875,No
7449-HVPIV,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4000015258789,5099.14990234375,No
5504-WSIUR,Female,No,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.9501953125,No
8183-ONMXC,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.4499969482422,Yes
8466-PZBLH,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.5999984741211,6885.75,No
9614-RMGHA,Male,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.8499984741211,5940.85009765625,Yes
8735-IJJEG,Male,No,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.20000076293945,668.8499755859375,No
0564-MUUQK,Female,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.199951171875,No
5054-IEXZT,Male,No,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.3499984741211,75.3499984741211,Yes
5834-ASPWA,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.44999694824219,75.44999694824219,Yes
0701-RFGFI,Female,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4000015258789,4613.9501953125,No
0019-EFAEP,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.30000305175781,7261.25,No
5619-PTMIK,Female,No,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.099998474121094,2459.800048828125,No
3737-XBQDD,Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8499984741211,2048.800048828125,No
5882-CMAZQ,Female,No,Yes,Yes,5,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.5500030517578,No
5846-QFDFI,Female,No,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.5999984741211,2888.699951171875,No
4445-KWOKW,Female,No,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.150001525878906,2421.60009765625,No
3511-APPBJ,Male,No,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.94999694824219,2292.75,No
7967-HYCDE,Male,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.69999694824219,553.4000244140625,No
2430-RRYUW,Male,No,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.79999923706055,3465.699951171875,No
3948-XHGNA,Male,No,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.54999923706055,1210.4000244140625,Yes
3723-BFBGR,Male,Yes,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.79999923706055,1291.300048828125,No
0565-IYCGT,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.5999984741211,5356.4501953125,Yes
5447-WZAFP,Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.30000305175781,5200.7998046875,No
5110-CHOPY,Female,No,No,No,60,No,,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.599998474121094,3237.050048828125,No
5445-UTODQ,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0999984741211,576.6500244140625,Yes
4425-OWHWB,Female,No,No,No,20,Yes,No,No,,,,,,,One year,Yes,Credit card (automatic),19.350000381469727,433.75,No
7892-QVYKW,Female,No,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.5999984741211,1868.4000244140625,No
9675-ICXCT,Male,No,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.80000305175781,5728.5498046875,No
1024-VRZHF,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.94999694824219,825.7000122070312,Yes
4703-MQYKT,Male,No,No,No,21,Yes,No,No,,,,,,,Two year,No,Mailed check,19.600000381469727,390.3999938964844,No
9497-QCMMS,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55000305175781,93.55000305175781,Yes
5692-ICXLW,Male,Yes,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.69999694824219,2845.14990234375,No
0602-DDUML,Female,No,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.39990234375,No
2208-MPXIO,Female,No,Yes,Yes,45,Yes,No,No,,,,,,,Two year,Yes,Bank transfer (automatic),20.0,886.4000244140625,No
1960-UYCNN,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.5499877929688,No
0348-SDKOL,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.0999984741211,5885.39990234375,Yes
3190-FZATL,Male,No,No,Yes,14,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.950000762939453,268.3999938964844,No
7336-RLLRH,Male,No,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.8499984741211,2204.35009765625,No
4373-MAVJG,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9000015258789,1259.0,Yes
8901-HJXTF,Female,No,Yes,Yes,12,No,,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.200000762939453,309.1000061035156,Yes
7710-JSYOA,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.30000305175781,6398.0498046875,No
5419-KLXBN,Female,No,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.1500015258789,2257.75,Yes
3424-NMNBO,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.8499984741211,6287.25,Yes
9885-MFVSU,Female,No,Yes,Yes,35,No,,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.349998474121094,1662.050048828125,No
4514-GFCFI,Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.1500244140625,Yes
0607-MVMGC,Male,No,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.64990234375,No
3365-SAIGS,Female,No,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55000305175781,1329.1500244140625,No
9828-AOQLM,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.70000076293945,45.70000076293945,Yes
8022-BECSI,Male,No,No,No,22,Yes,No,No,,,,,,,One year,No,Mailed check,19.600000381469727,422.5,No
8000-REIQB,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.94999694824219,69.94999694824219,Yes
9993-LHIEB,Male,No,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.8499984741211,4627.64990234375,No
0266-CLZKZ,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.6500015258789,6717.89990234375,No
7615-ESMYF,Female,No,Yes,No,2,No,,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.599998474121094,97.0999984741211,Yes
3858-VOBET,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.94999694824219,1710.449951171875,Yes
7020-OZKXZ,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4000244140625,No
3977-QCRSL,Female,No,No,No,5,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.149999618530273,117.94999694824219,No
0017-DINOC,Male,No,No,No,54,No,,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),45.20000076293945,2460.550048828125,No
1447-PJGGA,Female,No,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.64990234375,Yes
8565-CLBZW,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,89.8499984741211,2165.050048828125,Yes
9139-WQQDY,Female,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.44999694824219,4941.7998046875,Yes
0224-HJAPT,Male,No,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.150001525878906,223.14999389648438,Yes
8086-OVPWV,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.19999694824219,181.10000610351562,Yes
9430-FRQOC,Female,No,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.0999984741211,341.45001220703125,Yes
7639-OPLNG,Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.25,5731.85009765625,No
3074-GQWYX,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9000015258789,357.75,Yes
1492-QGCLU,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.69999694824219,4616.10009765625,No
6845-RGTYS,Female,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7001953125,Yes
7328-OWMOM,Female,No,No,Yes,31,Yes,No,No,,,,,,,One year,No,Credit card (automatic),20.100000381469727,589.25,No
4418-LZMSV,Male,No,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.79999923706055,750.0999755859375,No
5155-AZQPB,Female,No,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.900001525878906,1410.25,No
8861-HGGKB,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.44999694824219,830.8499755859375,Yes
1087-GRUYI,Male,No,Yes,No,38,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.399999618530273,743.5,No
7065-YUNRY,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.29999923706055,45.29999923706055,Yes
7694-VLBWQ,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,104.0999984741211,7040.85009765625,Yes
2546-KZAAT,Male,No,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4000015258789,3865.449951171875,No
0181-RITDD,Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,108.1500015258789,6825.64990234375,No
5989-PGKJB,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.0999755859375,No
4795-KTRTH,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.6499938964844,Yes
8272-ONJLV,Male,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.69999694824219,1184.0,No
1488-PBLJN,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.8499984741211,8477.7001953125,No
0308-GIQJT,Male,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),105.75,7382.85009765625,No
3778-FOAQW,Female,No,Yes,No,24,Yes,No,No,,,,,,,One year,No,Mailed check,20.149999618530273,456.8500061035156,No
4452-ROHMO,Female,No,No,No,15,Yes,No,No,,,,,,,Two year,No,Mailed check,19.600000381469727,331.6000061035156,No
6481-OGDOO,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.5999984741211,6056.14990234375,Yes
3090-LETTY,Male,No,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95000076293945,134.60000610351562,No
5349-AZPEW,Female,No,Yes,Yes,5,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.049999237060547,125.5,No
3753-TSEMP,Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.1500015258789,1390.5999755859375,Yes
8305-VHZBZ,Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.200000762939453,20.200000762939453,Yes
9720-JJJOR,Male,No,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.29999923706055,2511.300048828125,No
8100-HZZLJ,Female,No,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.95000076293945,2737.050048828125,No
8775-ERLNB,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.30000305175781,74.30000305175781,No
8309-IEYJD,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.5999984741211,70.5999984741211,No
9172-JITSM,Female,No,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.80000305175781,2361.800048828125,Yes
6298-QDFNH,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.3499984741211,1730.3499755859375,Yes
7398-HPYZQ,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55000305175781,6404.0,No
3546-GHEAE,Male,No,No,No,7,Yes,No,No,,,,,,,Two year,No,Mailed check,19.450000762939453,165.35000610351562,No
7361-YPXFS,Female,Yes,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.44999694824219,1867.5999755859375,No
6557-BZXLQ,Male,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.6500015258789,1043.300048828125,No
2550-QHZGP,Male,No,No,No,7,Yes,No,No,,,,,,,One year,No,Mailed check,19.5,128.60000610351562,No
7519-JTWQH,Female,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,7455.4501953125,No
2538-OIMXF,Female,No,No,Yes,1,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.700000762939453,24.700000762939453,No
8543-MSDMF,Male,No,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.4000015258789,206.14999389648438,No
9961-JBNMK,Male,Yes,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.80000305175781,2030.300048828125,Yes
1170-SASML,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.4000015258789,5869.39990234375,No
4872-JCVCA,Female,No,Yes,No,71,No,,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.599998474121094,3377.800048828125,No
5346-BZCHP,Female,No,Yes,Yes,69,Yes,No,No,,,,,,,Two year,No,Mailed check,19.399999618530273,1346.199951171875,No
2038-LLMLM,Female,No,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.8499984741211,4946.0498046875,No
6173-ITPWD,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.3499984741211,4065.0,Yes
9734-UYXQI,Female,No,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.400001525878906,106.55000305175781,Yes
1216-BGTSP,Male,No,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.44999694824219,4964.7001953125,No
4138-NAXED,Male,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.0,4085.75,No
2189-UXTKY,Female,No,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.19999694824219,1742.75,Yes
0744-BIKKF,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6500015258789,6224.7998046875,No
7483-IQWIB,Male,No,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.94999694824219,3415.25,No
5248-KWLAR,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.3499984741211,6325.25,No
4958-GZWIY,Male,No,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.70000076293945,340.25,Yes
7996-MHXLW,Female,No,No,No,66,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),25.149999618530273,1683.5999755859375,No
7833-PKIHD,Male,No,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4000015258789,3966.300048828125,No
7061-OVMIM,Female,No,Yes,Yes,30,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.549999237060547,608.5,No
5153-RTHKF,Female,No,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.3499984741211,2896.60009765625,No
1852-QSWCD,Male,No,Yes,Yes,64,Yes,Yes,No,,,,,,,Two year,Yes,Mailed check,24.799999237060547,1514.8499755859375,No
4832-VRBMR,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.1500015258789,6792.4501953125,No
9079-LWTFD,Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2001953125,No
6356-ELRKD,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5999984741211,95.5999984741211,Yes
8624-GIOUT,Female,No,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.300048828125,Yes
3392-EHMNK,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),94.0999984741211,6302.7998046875,No
5986-WWXDV,Male,No,No,Yes,39,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),19.350000381469727,779.2000122070312,No
3061-BCKYI,Male,No,No,No,14,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.899999618530273,283.75,No
6179-GJPSO,Female,Yes,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.1500015258789,4600.7001953125,Yes
7901-TBKJX,Male,Yes,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05000305175781,5594.0,No
7228-PAQPD,Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.099998474121094,772.8499755859375,No
3177-LASXD,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.3499984741211,71.3499984741211,Yes
7746-QYVCO,Male,No,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.849998474121094,857.7999877929688,No
5804-HYIEZ,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05000305175781,7554.0498046875,No
9919-FZDED,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.0999984741211,5981.64990234375,No
5934-TSSAU,Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.30000305175781,1702.9000244140625,No
3486-KHMLI,Male,No,No,Yes,21,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,24.700000762939453,467.1499938964844,No
4897-QSUYC,Female,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.149999618530273,20.149999618530273,Yes
1084-UQCHV,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes
8290-YWKHZ,Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.19999694824219,2931.0,Yes
2955-BJZHG,Male,No,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.8499984741211,1400.8499755859375,Yes
3806-DXQOM,Female,No,No,No,4,No,,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.650001525878906,137.85000610351562,Yes
6784-XYJAE,Female,No,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.79999923706055,1941.5,No
3933-DQPWX,Female,No,No,No,50,No,,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.70000076293945,1932.75,No
6661-EIPZC,Female,No,Yes,Yes,48,No,,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.050048828125,No
8957-THMOA,Female,No,No,Yes,50,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.149999618530273,970.8499755859375,No
2251-PYLPB,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55000305175781,5810.89990234375,No
5555-RNPGT,Male,No,No,Yes,10,Yes,Yes,No,,,,,,,Month-to-month,No,Credit card (automatic),24.799999237060547,223.89999389648438,No
1057-FOGLZ,Female,No,No,No,18,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.649999618530273,391.70001220703125,No
9300-RENDD,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.94999694824219,79.94999694824219,Yes
0761-AETCS,Female,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,19.299999237060547,19.299999237060547,Yes
8087-LGYHQ,Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05000305175781,811.6500244140625,No
4137-BTIKL,Male,No,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.75,174.75,No
2190-BCXEC,Female,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.8499984741211,3126.85009765625,No
6227-FBDXH,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.4501953125,No
2153-MREFK,Female,No,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.19999694824219,3754.60009765625,Yes
2911-WDXMV,Male,No,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55000305175781,1406.6500244140625,No
7206-PQBBZ,Male,Yes,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.19999694824219,834.7000122070312,No
3106-ULWFW,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.19999694824219,627.4000244140625,Yes
0925-VYDLG,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,Yes
4547-FZJWE,Male,No,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45000076293945,3157.0,No
7422-WNBTY,Male,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.3499984741211,3092.0,No
